Order Item ID,Order ID,date,Order Time,qty,prod_code,Customer ID,RegCode,Gross Sales,Discount %,Gross Profit,Purchase Price,Net Tot Sales,Discount,Net Tot Profit
12960,5191,2015-03-17,18:17:00,5,Go-Wo-NMDVGP,109,LA-C-MARTINI,250,0.02,125,125, 1.225, 25, 600
13332,5333,2015-02-20,09:23:00,5,Go-Wo-NMDVGP,4502,LA-CA-HONDURA,250,0.15,125,125, 1.063, 187.50, 437.50
13792,5526,2015-03-22,15:39:00,5,Go-Wo-NMDVGP,1261,LA-CA-EL SALV,250,0.04,125,125, 1.200, 50, 575
13882,5566,2015-03-23,05:40:00,5,Go-Wo-NMDVGP,7544,LA-CA-MEXICO,250,0.03,125,125, 1.213, 37.50, 587.50
14354,5766,2015-03-26,03:44:00,5,Go-Wo-NMDVGP,3936,LA-CA-NICARAG,250,0.09,125,125, 1.138, 112.50, 512.50
14411,5788,2015-03-26,11:26:00,5,Go-Wo-NMDVGP,8018,LA-CA-MEXICO,250,0.07,125,125, 1.163, 87.50, 537.50
14430,5796,2015-03-26,14:14:00,5,Go-Wo-NMDVGP,2358,LA-CA-PANAMA,250,0.05,125,125, 1.188, 62.50, 562.50
14740,5925,2016-06-30,11:08:00,5,Go-Wo-NMDVGP,10211,LA-C-CUBA,250,0.2,125,125, 1.000, 250, 375
14823,5955,2015-05-01,12:47:00,5,Go-Wo-NMDVGP,354,LA-CA-MEXICO,250,0.12,125,125, 1.100, 150, 475
14902,5986,2015-03-29,08:48:00,5,Go-Wo-NMDVGP,4138,LA-SA-ECUADOR,250,0.07,125,125, 1.163, 87.50, 537.50
14927,5995,2015-04-13,13:10:00,5,Go-Wo-NMDVGP,1232,LA-CA-MEXICO,250,0.06,125,125, 1.175, 75, 550
14931,5996,2015-03-29,12:18:00,5,Go-Wo-NMDVGP,7862,LA-CA-MEXICO,250,0.05,125,125, 1.188, 62.50, 562.50
15490,6195,2015-04-01,10:02:00,5,Go-Wo-NMDVGP,1918,LA-SA-VENEZUE,250,0.1,125,125, 1.125, 125, 500
16012,6396,2015-04-04,08:27:00,5,Go-Wo-NMDVGP,11894,LA-CA-MEXICO,250,0,125,125, 1.250, 0, 625
16321,6528,2015-01-17,18:11:00,5,Go-Wo-NMDVGP,2983,LA-CA-HONDURA,250,0.12,125,125, 1.100, 150, 475
16374,6551,2015-04-06,14:45:00,5,Go-Wo-NMDVGP,4401,LA-CA-PANAMA,250,0.09,125,125, 1.138, 112.50, 512.50
16443,6583,2015-04-07,01:58:00,5,Go-Wo-NMDVGP,7992,LA-C-CUBA,250,0.06,125,125, 1.175, 75, 550
16461,6588,2015-04-07,03:43:00,5,Go-Wo-NMDVGP,5219,LA-CA-MEXICO,250,0.05,125,125, 1.188, 62.50, 562.50
16828,6735,2016-08-25,09:40:00,5,Go-Wo-NMDVGP,5938,LA-CA-GUATEMA,250,0.17,125,125, 1.038, 212.50, 412.50
16886,6753,2015-04-17,20:10:00,5,Go-Wo-NMDVGP,9821,LA-SA-BRAZIL,250,0.15,125,125, 1.063, 187.50, 437.50
16987,6793,2015-04-10,03:32:00,5,Go-Wo-NMDVGP,3965,LA-SA-VENEZUE,250,0.12,125,125, 1.100, 150, 475
17377,6938,2015-04-12,06:20:00,5,Go-Wo-NMDVGP,11892,LA-CA-MEXICO,250,0.01,125,125, 1.238, 12.50, 612.50
17855,7131,2015-04-15,01:57:00,5,Go-Wo-NMDVGP,8227,LA-SA-ARGENTI,250,0.03,125,125, 1.213, 37.50, 587.50
17909,7153,2015-04-15,09:39:00,5,Go-Wo-NMDVGP,565,LA-C-JAMAICA,250,0.02,125,125, 1.225, 25, 600
17922,7161,2016-03-26,21:47:00,5,Go-Wo-NMDVGP,2717,LA-SA-BRAZIL,250,0.01,125,125, 1.238, 12.50, 612.50
17994,7185,2015-04-15,20:52:00,5,Go-Wo-NMDVGP,2653,LA-CA-MEXICO,250,0,125,125, 1.250, 0, 625
18283,7301,2015-04-17,13:30:00,5,Go-Wo-NMDVGP,10559,LA-CA-MEXICO,250,0.13,125,125, 1.088, 162.50, 462.50
18448,7366,2016-01-30,02:15:00,5,Go-Wo-NMDVGP,10012,LA-SA-ARGENTI,250,0.06,125,125, 1.175, 75, 550
18812,7503,2015-04-20,12:17:00,5,Go-Wo-NMDVGP,11385,LA-CA-MEXICO,250,0.18,125,125, 1.025, 225, 400
19399,7755,2015-04-24,04:34:00,5,Go-Wo-NMDVGP,6768,LA-CA-HONDURA,250,0.06,125,125, 1.175, 75, 550
19416,7765,2015-04-24,08:04:00,5,Go-Wo-NMDVGP,12248,LA-CA-MEXICO,250,0.05,125,125, 1.188, 62.50, 562.50
19796,7923,2015-04-26,15:25:00,5,Go-Wo-NMDVGP,2244,LA-CA-MEXICO,250,0.17,125,125, 1.038, 212.50, 412.50
20277,8123,2016-07-18,09:43:00,5,Go-Wo-NMDVGP,11290,LA-CA-MEXICO,250,0.04,125,125, 1.200, 50, 575
20288,8126,2016-02-05,02:35:00,5,Go-Wo-NMDVGP,2758,LA-CA-EL SALV,250,0.03,125,125, 1.213, 37.50, 587.50
20379,8158,2015-04-30,01:45:00,5,Go-Wo-NMDVGP,10721,LA-CA-MEXICO,250,0.01,125,125, 1.238, 12.50, 612.50
20464,8193,2015-04-30,14:01:00,5,Go-Wo-NMDVGP,5646,LA-SA-COLOMBI,250,0.2,125,125, 1.000, 250, 375
21862,8761,2015-05-08,21:01:00,5,Go-Wo-NMDVGP,9147,LA-SA-BRAZIL,250,0.03,125,125, 1.213, 37.50, 587.50
21932,8785,2015-05-09,05:25:00,5,Go-Wo-NMDVGP,2610,LA-SA-CHILE,250,0,125,125, 1.250, 0, 625
22214,8906,2015-05-10,23:49:00,5,Go-Wo-NMDVGP,2291,LA-CA-MEXICO,250,0.15,125,125, 1.063, 187.50, 437.50
22274,8933,2015-05-24,19:14:00,5,Go-Wo-NMDVGP,7164,LA-CA-MEXICO,250,0.1,125,125, 1.125, 125, 500
22411,8985,2015-05-12,03:29:00,5,Go-Wo-NMDVGP,3627,LA-CA-GUATEMA,250,0.07,125,125, 1.163, 87.50, 537.50
22415,8986,2015-05-12,03:50:00,5,Go-Wo-NMDVGP,10996,LA-CA-GUATEMA,250,0.06,125,125, 1.175, 75, 550
22797,9136,2016-09-05,10:52:00,5,Go-Wo-NMDVGP,10578,LA-CA-MEXICO,250,0.16,125,125, 1.050, 200, 425
22953,9195,2017-06-13,15:33:00,5,Go-Wo-NMDVGP,6742,LA-CA-MEXICO,250,0.09,125,125, 1.138, 112.50, 512.50
23443,9395,2015-06-11,10:06:00,5,Go-Wo-NMDVGP,8220,LA-SA-BRAZIL,250,0.16,125,125, 1.050, 200, 425
23762,9506,2015-05-19,18:01:00,5,Go-Wo-NMDVGP,1607,LA-C-CUBA,250,0.09,125,125, 1.138, 112.50, 512.50
23964,9591,2015-05-20,23:48:00,5,Go-Wo-NMDVGP,3349,LA-SA-BRAZIL,250,0.04,125,125, 1.200, 50, 575
23972,9595,2015-05-21,01:12:00,5,Go-Wo-NMDVGP,4080,LA-SA-BRAZIL,250,0.03,125,125, 1.213, 37.50, 587.50
24432,9785,2015-05-23,19:46:00,5,Go-Wo-NMDVGP,8472,LA-C-CUBA,250,0.12,125,125, 1.100, 150, 475
24742,9908,2015-05-25,14:51:00,5,Go-Wo-NMDVGP,1837,LA-SA-BRAZIL,250,0.05,125,125, 1.188, 62.50, 562.50
24897,9963,2015-05-26,10:07:00,5,Go-Wo-NMDVGP,1494,LA-CA-NICARAG,250,0,125,125, 1.250, 0, 625
27582,11011,2015-06-10,17:17:00,5,Go-Wo-NMDVGP,1243,EU-WE-AUSTRIA,250,0.03,125,125, 1.213, 37.50, 587.50
27605,11025,2015-06-10,22:11:00,5,Go-Wo-NMDVGP,6011,EU-NE-DENMARK,250,0.01,125,125, 1.238, 12.50, 612.50
27699,11063,2015-06-11,11:30:00,5,Go-Wo-NMDVGP,9071,EU-WE-FRANCE,250,0.2,125,125, 1.000, 250, 375
27725,11075,2015-06-11,15:42:00,5,Go-Wo-NMDVGP,5639,EU-WE-FRANCE,250,0.18,125,125, 1.025, 225, 400
27740,11085,2015-06-18,10:16:00,5,Go-Wo-NMDVGP,4308,EU-WE-FRANCE,250,0.17,125,125, 1.038, 212.50, 412.50
28069,11225,2015-06-13,20:16:00,5,Go-Wo-NMDVGP,7419,EU-NE-SWEDEN,250,0.06,125,125, 1.175, 75, 550
28089,11238,2015-06-14,00:49:00,5,Go-Wo-NMDVGP,5175,EU-NE-UNITED,250,0.05,125,125, 1.188, 62.50, 562.50
28097,11243,2017-05-09,02:49:00,5,Go-Wo-NMDVGP,6300,EU-WE-FRANCE,250,0.04,125,125, 1.200, 50, 575
28135,11258,2015-06-30,01:30:00,5,Go-Wo-NMDVGP,7830,EU-WE-FRANCE,250,0.03,125,125, 1.213, 37.50, 587.50
28219,11285,2015-08-03,04:36:00,5,Go-Wo-NMDVGP,11377,EU-SE-ITALY,250,0,125,125, 1.250, 0, 625
28402,11355,2017-06-30,21:19:00,5,Go-Wo-NMDVGP,4557,EU-SE-ITALY,250,0.18,125,125, 1.025, 225, 400
28495,11396,2015-06-16,08:10:00,5,Go-Wo-NMDVGP,1858,EU-NE-UNITED,250,0.17,125,125, 1.038, 212.50, 412.50
28782,11503,2015-06-13,10:27:00,5,Go-Wo-NMDVGP,1365,EU-NE-UNITED,250,0.09,125,125, 1.138, 112.50, 512.50
28786,11505,2015-06-17,22:21:00,5,Go-Wo-NMDVGP,836,EU-WE-FRANCE,250,0.07,125,125, 1.163, 87.50, 537.50
28849,11538,2015-06-18,09:55:00,5,Go-Wo-NMDVGP,8007,EU-NE-SWEDEN,250,0.06,125,125, 1.175, 75, 550
28851,11538,2015-06-18,09:55:00,5,Go-Wo-NMDVGP,8007,EU-NE-SWEDEN,250,0.05,125,125, 1.188, 62.50, 562.50
28880,11551,2015-06-24,05:42:00,5,Go-Wo-NMDVGP,6707,EU-NE-UNITED,250,0.03,125,125, 1.213, 37.50, 587.50
28994,11598,2015-06-19,06:56:00,5,Go-Wo-NMDVGP,5264,EU-SE-ITALY,250,0.01,125,125, 1.238, 12.50, 612.50
29114,11645,2015-06-19,23:24:00,5,Go-Wo-NMDVGP,6838,EU-WE-GERMANY,250,0,125,125, 1.250, 0, 625
29176,11668,2015-06-20,07:28:00,5,Go-Wo-NMDVGP,5400,EU-WE-GERMANY,250,0.17,125,125, 1.038, 212.50, 412.50
29621,11846,2015-06-22,21:49:00,5,Go-Wo-NMDVGP,9466,EU-SE-ITALY,250,0.04,125,125, 1.200, 50, 575
29635,11853,2015-06-23,00:17:00,5,Go-Wo-NMDVGP,1446,EU-WE-GERMANY,250,0.03,125,125, 1.213, 37.50, 587.50
29700,11883,2015-06-23,10:47:00,5,Go-Wo-NMDVGP,12232,EU-NE-UNITED,250,0.01,125,125, 1.238, 12.50, 612.50
29842,11941,2015-06-24,07:06:00,5,Go-Wo-NMDVGP,12399,EU-WE-GERMANY,250,0.17,125,125, 1.038, 212.50, 412.50
32588,13028,2015-07-10,03:56:00,5,Go-Wo-NMDVGP,8047,EU-SE-ITALY,250,0,125,125, 1.250, 0, 625
32636,13048,2015-07-10,10:56:00,5,Go-Wo-NMDVGP,7949,EU-SE-ITALY,250,0.18,125,125, 1.025, 225, 400
32659,13056,2015-07-10,13:44:00,5,Go-Wo-NMDVGP,3195,EU-NE-UNITED,250,0.17,125,125, 1.038, 212.50, 412.50
32674,13061,2015-07-10,15:29:00,5,Go-Wo-NMDVGP,10285,EU-WE-FRANCE,250,0.15,125,125, 1.063, 187.50, 437.50
32699,13071,2015-01-08,23:59:00,5,Go-Wo-NMDVGP,7891,EU-WE-NETHERL,250,0.12,125,125, 1.100, 150, 475
32723,13083,2017-09-30,07:52:00,5,Go-Wo-NMDVGP,7261,EU-SE-SPAIN,250,0.1,125,125, 1.125, 125, 500
32745,13091,2015-07-11,02:00:00,5,Go-Wo-NMDVGP,11397,EU-NE-UNITED,250,0.09,125,125, 1.138, 112.50, 512.50
33062,13213,2016-04-09,10:12:00,5,Go-Wo-NMDVGP,6295,EU-WE-NETHERL,250,0.17,125,125, 1.038, 212.50, 412.50
33141,13246,2015-09-17,17:40:00,5,Go-Wo-NMDVGP,5938,EU-WE-FRANCE,250,0.15,125,125, 1.063, 187.50, 437.50
33210,13276,2015-07-13,18:49:00,5,Go-Wo-NMDVGP,2184,EU-SE-SPAIN,250,0.13,125,125, 1.088, 162.50, 462.50
33249,13291,2015-07-14,00:04:00,5,Go-Wo-NMDVGP,10134,EU-NE-UNITED,250,0.12,125,125, 1.100, 150, 475
33280,13301,2016-08-11,00:34:00,5,Go-Wo-NMDVGP,6946,EU-WE-FRANCE,250,0.1,125,125, 1.125, 125, 500
33434,13351,2015-07-14,21:05:00,5,Go-Wo-NMDVGP,2684,EU-NE-UNITED,250,0.03,125,125, 1.213, 37.50, 587.50
33506,13373,2015-07-15,04:48:00,5,Go-Wo-NMDVGP,1471,EU-WE-FRANCE,250,0.25,125,125, 938, 312.50, 312.50
33504,13373,2015-07-15,04:48:00,5,Go-Wo-NMDVGP,1471,EU-WE-FRANCE,250,0,125,125, 1.250, 0, 625
33847,13506,2015-03-29,08:06:00,5,Go-Wo-NMDVGP,3417,EU-SE-SPAIN,250,0.09,125,125, 1.138, 112.50, 512.50
33853,13508,2015-07-17,04:06:00,5,Go-Wo-NMDVGP,8044,EU-SE-SPAIN,250,0.07,125,125, 1.163, 87.50, 537.50
33939,13548,2015-07-17,18:07:00,5,Go-Wo-NMDVGP,865,EU-NE-IRELAND,250,0.04,125,125, 1.200, 50, 575
34018,13576,2015-08-14,15:16:00,5,Go-Wo-NMDVGP,4575,EU-WE-FRANCE,250,0.03,125,125, 1.213, 37.50, 587.50
34024,13578,2015-07-18,04:37:00,5,Go-Wo-NMDVGP,2813,EU-WE-GERMANY,250,0.02,125,125, 1.225, 25, 600
34066,13596,2015-07-18,10:56:00,5,Go-Wo-NMDVGP,3723,EU-NE-UNITED,250,0.01,125,125, 1.238, 12.50, 612.50
34068,13598,2015-01-10,16:16:00,5,Go-Wo-NMDVGP,12121,EU-NE-UNITED,250,0,125,125, 1.250, 0, 625
34102,13615,2015-07-18,17:35:00,5,Go-Wo-NMDVGP,8186,EU-WE-NETHERL,250,0.25,125,125, 938, 312.50, 312.50
34213,13653,2015-03-28,19:50:00,5,Go-Wo-NMDVGP,1619,EU-WE-FRANCE,250,0.2,125,125, 1.000, 250, 375
34232,13658,2015-07-19,08:39:00,5,Go-Wo-NMDVGP,8675,EU-WE-GERMANY,250,0.17,125,125, 1.038, 212.50, 412.50
34280,13683,2015-07-19,17:24:00,5,Go-Wo-NMDVGP,221,EU-WE-FRANCE,250,0.16,125,125, 1.050, 200, 425
34288,13685,2016-05-11,21:22:00,5,Go-Wo-NMDVGP,10348,EU-WE-FRANCE,250,0.15,125,125, 1.063, 187.50, 437.50
34671,13838,2015-07-21,23:43:00,5,Go-Wo-NMDVGP,1843,EU-SE-SPAIN,250,0.02,125,125, 1.225, 25, 600
34729,13866,2015-07-22,09:31:00,5,Go-Wo-NMDVGP,4050,EU-WE-FRANCE,250,0.25,125,125, 938, 312.50, 312.50
34998,13986,2015-07-24,03:34:00,5,Go-Wo-NMDVGP,5218,EU-WE-GERMANY,250,0.16,125,125, 1.050, 200, 425
37583,15006,2015-09-25,01:12:00,5,Go-Wo-NMDVGP,1223,EU-SE-PORTUGA,250,0.01,125,125, 1.238, 12.50, 612.50
37596,15016,2015-08-08,04:25:00,5,Go-Wo-NMDVGP,8591,EU-NE-UNITED,250,0,125,125, 1.250, 0, 625
38057,15218,2015-08-22,12:06:00,5,Go-Wo-NMDVGP,6620,EU-WE-GERMANY,250,0.12,125,125, 1.100, 150, 475
38104,15236,2015-08-11,09:29:00,5,Go-Wo-NMDVGP,5812,EU-WE-FRANCE,250,0.09,125,125, 1.138, 112.50, 512.50
38217,15285,2015-02-02,05:33:00,5,Go-Wo-NMDVGP,11485,EU-WE-BELGIUM,250,0.05,125,125, 1.188, 62.50, 562.50
38328,15326,2015-08-12,17:01:00,5,Go-Wo-NMDVGP,7951,EU-WE-FRANCE,250,0.04,125,125, 1.200, 50, 575
38394,15355,2015-08-13,03:11:00,5,Go-Wo-NMDVGP,7830,EU-NE-SWEDEN,250,0,125,125, 1.250, 0, 625
38407,15361,2015-08-13,05:17:00,5,Go-Wo-NMDVGP,6704,EU-NE-UNITED,250,0.25,125,125, 938, 312.50, 312.50
38489,15388,2015-08-13,14:45:00,5,Go-Wo-NMDVGP,4571,EU-WE-SWITZER,250,0.17,125,125, 1.038, 212.50, 412.50
38829,15535,2015-08-15,18:15:00,5,Go-Wo-NMDVGP,1618,EU-SE-SPAIN,250,0.05,125,125, 1.188, 62.50, 562.50
38940,15576,2015-08-16,08:36:00,5,Go-Wo-NMDVGP,7803,EU-NE-DENMARK,250,0.04,125,125, 1.200, 50, 575
38957,15583,2015-08-16,11:04:00,5,Go-Wo-NMDVGP,6847,EU-WE-FRANCE,250,0.03,125,125, 1.213, 37.50, 587.50
38990,15595,2016-10-03,13:59:00,5,Go-Wo-NMDVGP,8199,EU-NE-SWEDEN,250,0.02,125,125, 1.225, 25, 600
39528,15815,2015-08-19,20:20:00,5,Go-Wo-NMDVGP,9595,EU-WE-SWITZER,250,0.07,125,125, 1.163, 87.50, 537.50
39531,15816,2017-07-19,04:18:00,5,Go-Wo-NMDVGP,9825,EU-WE-SWITZER,250,0.06,125,125, 1.175, 75, 550
39582,15835,2015-08-20,03:21:00,5,Go-Wo-NMDVGP,9349,EU-SE-ITALY,250,0.05,125,125, 1.188, 62.50, 562.50
39586,15836,2015-08-20,03:42:00,5,Go-Wo-NMDVGP,8210,EU-WE-FRANCE,250,0.04,125,125, 1.200, 50, 575
39740,15908,2015-08-21,04:55:00,5,Go-Wo-NMDVGP,10729,EU-SE-SPAIN,250,0,125,125, 1.250, 0, 625
39757,15916,2015-01-11,12:35:00,5,Go-Wo-NMDVGP,791,EU-NE-UNITED,250,0.25,125,125, 938, 312.50, 312.50
42561,17021,2015-09-28,22:02:00,5,Go-Wo-NMDVGP,11346,EU-NE-FINLAND,250,0.18,125,125, 1.025, 225, 400
42649,17055,2016-10-25,10:27:00,5,Go-Wo-NMDVGP,5456,EU-NE-UNITED,250,0.17,125,125, 1.038, 212.50, 412.50
43157,17258,2015-09-09,21:53:00,5,Go-Wo-NMDVGP,4285,EU-WE-FRANCE,250,0.06,125,125, 1.175, 75, 550
43373,17355,2015-10-01,22:54:00,5,Go-Wo-NMDVGP,10080,EU-WE-FRANCE,250,0.02,125,125, 1.225, 25, 600
43434,17381,2015-09-11,16:59:00,5,Go-Wo-NMDVGP,6727,EU-WE-GERMANY,250,0.2,125,125, 1.000, 250, 375
43443,17385,2015-09-11,18:23:00,5,Go-Wo-NMDVGP,9563,EU-SE-SPAIN,250,0.17,125,125, 1.038, 212.50, 412.50
43832,17531,2015-09-13,21:32:00,5,Go-Wo-NMDVGP,1414,EU-WE-FRANCE,250,0.09,125,125, 1.138, 112.50, 512.50
43919,17563,2016-05-05,03:31:00,5,Go-Wo-NMDVGP,2495,EU-WE-GERMANY,250,0.06,125,125, 1.175, 75, 550
43918,17563,2016-05-22,04:43:00,5,Go-Wo-NMDVGP,2495,EU-WE-GERMANY,250,0.07,125,125, 1.163, 87.50, 537.50
44013,17608,2015-09-15,00:30:00,5,Go-Wo-NMDVGP,10547,EU-WE-FRANCE,250,0.04,125,125, 1.200, 50, 575
44512,17816,2015-10-03,15:12:00,5,Go-Wo-NMDVGP,4931,EU-WE-GERMANY,250,0.12,125,125, 1.100, 150, 475
44515,17818,2015-09-18,02:05:00,5,Go-Wo-NMDVGP,6221,EU-WE-FRANCE,250,0.1,125,125, 1.125, 125, 500
44821,17943,2015-09-19,21:52:00,5,Go-Wo-NMDVGP,1310,EU-WE-FRANCE,250,0.03,125,125, 1.213, 37.50, 587.50
44935,17986,2015-10-03,19:24:00,5,Go-Wo-NMDVGP,7607,EU-WE-FRANCE,250,0,125,125, 1.250, 0, 625
47511,19005,2015-07-29,14:56:00,5,Go-Wo-NMDVGP,7139,EU-WE-BELGIUM,250,0.02,125,125, 1.225, 25, 600
47513,19006,2015-10-05,10:17:00,5,Go-Wo-NMDVGP,10265,EU-SE-ITALY,250,0.01,125,125, 1.238, 12.50, 612.50
